model_name,accuracy,precision,recall,f1,avg_spam_probability
svm,0.9838565022421525,0.9455782312925171,0.9328859060402684,0.9391891891891891,0.13170946555285273
logistic_regression,0.9775784753363229,0.9078947368421053,0.9261744966442953,0.9169435215946844,0.22409723609264567
naive_bayes,0.9551569506726457,0.7734806629834254,0.9395973154362416,0.8484848484848485,0.2575351194533488
